Date,Season,Team,Opponent,HomeFlag,GF,GA,Manager,ManagerStart,ManagerEnd,MatchNumMgr,Window1,Window2,Window3
2/10/2024,2023/2024,Newcastle Utd,Nott'ham Forest,0,3,2,EDDIE HOWE,8/7/2021,1/1/2100,100,0,0,0
2/17/2024,2023/2024,Newcastle Utd,Bournemouth,1,2,2,EDDIE HOWE,8/7/2021,1/1/2100,101,0,0,0
2/24/2024,2023/2024,Newcastle Utd,Arsenal,0,1,4,EDDIE HOWE,8/7/2021,1/1/2100,102,0,0,0
3/2/2024,2023/2024,Newcastle Utd,Wolves,1,3,0,EDDIE HOWE,8/7/2021,1/1/2100,103,0,0,0
3/11/2024,2023/2024,Newcastle Utd,Chelsea,0,2,3,EDDIE HOWE,8/7/2021,1/1/2100,104,0,0,0
3/30/2024,2023/2024,Newcastle Utd,West Ham,1,4,3,EDDIE HOWE,8/7/2021,1/1/2100,105,0,0,0
4/2/2024,2023/2024,Newcastle Utd,Everton,1,1,1,EDDIE HOWE,8/7/2021,1/1/2100,106,0,0,0
4/6/2024,2023/2024,Newcastle Utd,Fulham,0,1,0,EDDIE HOWE,8/7/2021,1/1/2100,107,0,0,0
4/13/2024,2023/2024,Newcastle Utd,Tottenham,1,4,0,EDDIE HOWE,8/7/2021,1/1/2100,108,0,0,0
4/24/2024,2023/2024,Newcastle Utd,Crystal Palace,0,0,2,EDDIE HOWE,8/7/2021,1/1/2100,109,0,0,0
4/27/2024,2023/2024,Newcastle Utd,Sheffield Utd,1,5,1,EDDIE HOWE,8/7/2021,1/1/2100,110,0,0,0
5/4/2024,2023/2024,Newcastle Utd,Burnley,0,4,1,EDDIE HOWE,8/7/2021,1/1/2100,111,0,0,0
5/11/2024,2023/2024,Newcastle Utd,Brighton,1,1,1,EDDIE HOWE,8/7/2021,1/1/2100,112,0,0,0
5/15/2024,2023/2024,Newcastle Utd,Manchester Utd,0,2,3,EDDIE HOWE,8/7/2021,1/1/2100,113,0,0,0
5/19/2024,2023/2024,Newcastle Utd,Brentford,0,4,2,EDDIE HOWE,8/7/2021,1/1/2100,114,0,0,0
1/1/2015,2014/2015,Newcastle Utd,Burnley,1,3,3,JOHN CARVER,12/31/2014,9/6/2015,1,1,0,0
1/10/2015,2014/2015,Newcastle Utd,Chelsea,0,0,2,JOHN CARVER,12/31/2014,9/6/2015,2,1,0,0
1/17/2015,2014/2015,Newcastle Utd,Southampton,1,1,2,JOHN CARVER,12/31/2014,9/6/2015,3,1,0,0
1/31/2015,2014/2015,Newcastle Utd,Hull City,0,3,0,JOHN CARVER,12/31/2014,9/6/2015,4,0,1,0
2/8/2015,2014/2015,Newcastle Utd,Stoke City,1,1,1,JOHN CARVER,12/31/2014,9/6/2015,5,0,1,0
2/11/2015,2014/2015,Newcastle Utd,Crystal Palace,0,1,1,JOHN CARVER,12/31/2014,9/6/2015,6,0,1,0
2/21/2015,2014/2015,Newcastle Utd,Manchester City,0,0,5,JOHN CARVER,12/31/2014,9/6/2015,7,0,0,1
2/28/2015,2014/2015,Newcastle Utd,Aston Villa,1,1,0,JOHN CARVER,12/31/2014,9/6/2015,8,0,0,1
3/4/2015,2014/2015,Newcastle Utd,Manchester Utd,1,0,1,JOHN CARVER,12/31/2014,9/6/2015,9,0,0,1
3/15/2015,2014/2015,Newcastle Utd,Everton,0,0,3,JOHN CARVER,12/31/2014,9/6/2015,10,0,0,1
3/21/2015,2014/2015,Newcastle Utd,Arsenal,1,1,2,JOHN CARVER,12/31/2014,9/6/2015,11,0,0,0
4/5/2015,2014/2015,Newcastle Utd,Sunderland,0,0,1,JOHN CARVER,12/31/2014,9/6/2015,12,0,0,0
4/13/2015,2014/2015,Newcastle Utd,Liverpool,0,0,2,JOHN CARVER,12/31/2014,9/6/2015,13,0,0,0
4/19/2015,2014/2015,Newcastle Utd,Tottenham,1,1,3,JOHN CARVER,12/31/2014,9/6/2015,14,0,0,0
4/25/2015,2014/2015,Newcastle Utd,Swansea City,1,2,3,JOHN CARVER,12/31/2014,9/6/2015,15,0,0,0
5/2/2015,2014/2015,Newcastle Utd,Leicester City,0,0,3,JOHN CARVER,12/31/2014,9/6/2015,16,0,0,0
5/9/2015,2014/2015,Newcastle Utd,West Brom,1,1,1,JOHN CARVER,12/31/2014,9/6/2015,17,0,0,0
5/16/2015,2014/2015,Newcastle Utd,QPR,0,1,2,JOHN CARVER,12/31/2014,9/6/2015,18,0,0,0
5/24/2015,2014/2015,Newcastle Utd,West Ham,1,2,0,JOHN CARVER,12/31/2014,9/6/2015,19,0,0,0
8/9/2015,2015/2016,Newcastle Utd,Southampton,1,2,2,JOHN CARVER,12/31/2014,9/6/2015,20,0,0,0
8/15/2015,2015/2016,Newcastle Utd,Swansea City,0,0,2,JOHN CARVER,12/31/2014,9/6/2015,21,0,0,0
8/22/2015,2015/2016,Newcastle Utd,Manchester Utd,0,0,0,JOHN CARVER,12/31/2014,9/6/2015,22,0,0,0
8/29/2015,2015/2016,Newcastle Utd,Arsenal,1,0,1,JOHN CARVER,12/31/2014,9/6/2015,23,0,0,0
8/13/2017,2017/2018,Newcastle Utd,Tottenham,1,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,1,1,0,0
8/20/2017,2017/2018,Newcastle Utd,Huddersfield,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,2,1,0,0
8/26/2017,2017/2018,Newcastle Utd,West Ham,1,3,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,3,1,0,0
9/10/2017,2017/2018,Newcastle Utd,Swansea City,0,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,4,0,1,0
9/16/2017,2017/2018,Newcastle Utd,Stoke City,1,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,5,0,1,0
9/24/2017,2017/2018,Newcastle Utd,Brighton,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,6,0,1,0
10/1/2017,2017/2018,Newcastle Utd,Liverpool,1,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,7,0,0,1
10/15/2017,2017/2018,Newcastle Utd,Southampton,0,2,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,8,0,0,1
10/21/2017,2017/2018,Newcastle Utd,Crystal Palace,1,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,9,0,0,1
10/30/2017,2017/2018,Newcastle Utd,Burnley,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,10,0,0,1
11/4/2017,2017/2018,Newcastle Utd,Bournemouth,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,11,0,0,0
11/18/2017,2017/2018,Newcastle Utd,Manchester Utd,0,1,4,RAFAEL BENITEZ,11/3/2016,1/1/2100,12,0,0,0
11/25/2017,2017/2018,Newcastle Utd,Watford,1,0,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,13,0,0,0
11/28/2017,2017/2018,Newcastle Utd,West Brom,0,2,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,14,0,0,0
12/2/2017,2017/2018,Newcastle Utd,Chelsea,0,1,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,15,0,0,0
12/9/2017,2017/2018,Newcastle Utd,Leicester City,1,2,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,16,0,0,0
12/13/2017,2017/2018,Newcastle Utd,Everton,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,17,0,0,0
12/16/2017,2017/2018,Newcastle Utd,Arsenal,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,18,0,0,0
12/23/2017,2017/2018,Newcastle Utd,West Ham,0,3,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,19,0,0,0
12/27/2017,2017/2018,Newcastle Utd,Manchester City,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,20,0,0,0
12/30/2017,2017/2018,Newcastle Utd,Brighton,1,0,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,21,0,0,0
1/1/2018,2017/2018,Newcastle Utd,Stoke City,0,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,22,0,0,0
1/13/2018,2017/2018,Newcastle Utd,Swansea City,1,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,23,0,0,0
1/20/2018,2017/2018,Newcastle Utd,Manchester City,0,1,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,24,0,0,0
1/31/2018,2017/2018,Newcastle Utd,Burnley,1,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,25,0,0,0
2/4/2018,2017/2018,Newcastle Utd,Crystal Palace,0,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,26,0,0,0
2/11/2018,2017/2018,Newcastle Utd,Manchester Utd,1,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,27,0,0,0
2/24/2018,2017/2018,Newcastle Utd,Bournemouth,0,2,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,28,0,0,0
3/3/2018,2017/2018,Newcastle Utd,Liverpool,0,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,29,0,0,0
3/10/2018,2017/2018,Newcastle Utd,Southampton,1,3,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,30,0,0,0
3/31/2018,2017/2018,Newcastle Utd,Huddersfield,1,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,31,0,0,0
4/7/2018,2017/2018,Newcastle Utd,Leicester City,0,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,32,0,0,0
4/15/2018,2017/2018,Newcastle Utd,Arsenal,1,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,33,0,0,0
4/23/2018,2017/2018,Newcastle Utd,Everton,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,34,0,0,0
4/28/2018,2017/2018,Newcastle Utd,West Brom,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,35,0,0,0
5/5/2018,2017/2018,Newcastle Utd,Watford,0,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,36,0,0,0
5/9/2018,2017/2018,Newcastle Utd,Tottenham,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,37,0,0,0
5/13/2018,2017/2018,Newcastle Utd,Chelsea,1,3,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,38,0,0,0
8/11/2018,2018/2019,Newcastle Utd,Tottenham,1,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,39,0,0,0
8/18/2018,2018/2019,Newcastle Utd,Cardiff City,0,0,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,40,0,0,0
8/26/2018,2018/2019,Newcastle Utd,Chelsea,1,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,41,0,0,0
9/1/2018,2018/2019,Newcastle Utd,Manchester City,0,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,42,0,0,0
9/15/2018,2018/2019,Newcastle Utd,Arsenal,1,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,43,0,0,0
9/22/2018,2018/2019,Newcastle Utd,Crystal Palace,0,0,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,44,0,0,0
9/29/2018,2018/2019,Newcastle Utd,Leicester City,1,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,45,0,0,0
10/6/2018,2018/2019,Newcastle Utd,Manchester Utd,0,2,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,46,0,0,0
10/20/2018,2018/2019,Newcastle Utd,Brighton,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,47,0,0,0
10/27/2018,2018/2019,Newcastle Utd,Southampton,0,0,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,48,0,0,0
11/3/2018,2018/2019,Newcastle Utd,Watford,1,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,49,0,0,0
11/10/2018,2018/2019,Newcastle Utd,Bournemouth,1,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,50,0,0,0
11/26/2018,2018/2019,Newcastle Utd,Burnley,0,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,51,0,0,0
12/1/2018,2018/2019,Newcastle Utd,West Ham,1,0,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,52,0,0,0
12/5/2018,2018/2019,Newcastle Utd,Everton,0,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,53,0,0,0
12/9/2018,2018/2019,Newcastle Utd,Wolves,1,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,54,0,0,0
12/15/2018,2018/2019,Newcastle Utd,Huddersfield,0,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,55,0,0,0
12/22/2018,2018/2019,Newcastle Utd,Fulham,1,0,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,56,0,0,0
12/26/2018,2018/2019,Newcastle Utd,Liverpool,0,0,4,RAFAEL BENITEZ,11/3/2016,1/1/2100,57,0,0,0
12/29/2018,2018/2019,Newcastle Utd,Watford,0,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,58,0,0,0
1/2/2019,2018/2019,Newcastle Utd,Manchester Utd,1,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,59,0,0,0
1/12/2019,2018/2019,Newcastle Utd,Chelsea,0,1,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,60,0,0,0
1/19/2019,2018/2019,Newcastle Utd,Cardiff City,1,3,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,61,0,0,0
1/29/2019,2018/2019,Newcastle Utd,Manchester City,1,2,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,62,0,0,0
2/2/2019,2018/2019,Newcastle Utd,Tottenham,0,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,63,0,0,0
2/11/2019,2018/2019,Newcastle Utd,Wolves,0,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,64,0,0,0
2/23/2019,2018/2019,Newcastle Utd,Huddersfield,1,2,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,65,0,0,0
2/26/2019,2018/2019,Newcastle Utd,Burnley,1,2,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,66,0,0,0
3/2/2019,2018/2019,Newcastle Utd,West Ham,0,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,67,0,0,0
3/9/2019,2018/2019,Newcastle Utd,Everton,1,3,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,68,0,0,0
3/16/2019,2018/2019,Newcastle Utd,Bournemouth,0,2,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,69,0,0,0
4/1/2019,2018/2019,Newcastle Utd,Arsenal,0,0,2,RAFAEL BENITEZ,11/3/2016,1/1/2100,70,0,0,0
4/6/2019,2018/2019,Newcastle Utd,Crystal Palace,1,0,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,71,0,0,0
4/12/2019,2018/2019,Newcastle Utd,Leicester City,0,1,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,72,0,0,0
4/20/2019,2018/2019,Newcastle Utd,Southampton,1,3,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,73,0,0,0
4/27/2019,2018/2019,Newcastle Utd,Brighton,0,1,1,RAFAEL BENITEZ,11/3/2016,1/1/2100,74,0,0,0
5/4/2019,2018/2019,Newcastle Utd,Liverpool,1,2,3,RAFAEL BENITEZ,11/3/2016,1/1/2100,75,0,0,0
5/12/2019,2018/2019,Newcastle Utd,Fulham,0,4,0,RAFAEL BENITEZ,11/3/2016,1/1/2100,76,0,0,0
8/11/2019,2019/2020,Newcastle Utd,Arsenal,1,0,1,STEVE BRUCE,7/17/2019,1/1/2100,1,1,0,0
8/17/2019,2019/2020,Newcastle Utd,Norwich City,0,1,3,STEVE BRUCE,7/17/2019,1/1/2100,2,1,0,0
8/25/2019,2019/2020,Newcastle Utd,Tottenham,0,1,0,STEVE BRUCE,7/17/2019,1/1/2100,3,1,0,0
8/31/2019,2019/2020,Newcastle Utd,Watford,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,4,0,1,0
9/14/2019,2019/2020,Newcastle Utd,Liverpool,0,1,3,STEVE BRUCE,7/17/2019,1/1/2100,5,0,1,0
9/21/2019,2019/2020,Newcastle Utd,Brighton,1,0,0,STEVE BRUCE,7/17/2019,1/1/2100,6,0,1,0
9/29/2019,2019/2020,Newcastle Utd,Leicester City,0,0,5,STEVE BRUCE,7/17/2019,1/1/2100,7,0,0,1
10/6/2019,2019/2020,Newcastle Utd,Manchester Utd,1,1,0,STEVE BRUCE,7/17/2019,1/1/2100,8,0,0,1
10/19/2019,2019/2020,Newcastle Utd,Chelsea,0,0,1,STEVE BRUCE,7/17/2019,1/1/2100,9,0,0,1
10/27/2019,2019/2020,Newcastle Utd,Wolves,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,10,0,0,1
11/2/2019,2019/2020,Newcastle Utd,West Ham,0,3,2,STEVE BRUCE,7/17/2019,1/1/2100,11,0,0,0
11/9/2019,2019/2020,Newcastle Utd,Bournemouth,1,2,1,STEVE BRUCE,7/17/2019,1/1/2100,12,0,0,0
11/25/2019,2019/2020,Newcastle Utd,Aston Villa,0,0,2,STEVE BRUCE,7/17/2019,1/1/2100,13,0,0,0
11/30/2019,2019/2020,Newcastle Utd,Manchester City,1,2,2,STEVE BRUCE,7/17/2019,1/1/2100,14,0,0,0
12/5/2019,2019/2020,Newcastle Utd,Sheffield Utd,0,2,0,STEVE BRUCE,7/17/2019,1/1/2100,15,0,0,0
12/8/2019,2019/2020,Newcastle Utd,Southampton,1,2,1,STEVE BRUCE,7/17/2019,1/1/2100,16,0,0,0
12/14/2019,2019/2020,Newcastle Utd,Burnley,0,0,1,STEVE BRUCE,7/17/2019,1/1/2100,17,0,0,0
12/21/2019,2019/2020,Newcastle Utd,Crystal Palace,1,1,0,STEVE BRUCE,7/17/2019,1/1/2100,18,0,0,0
12/26/2019,2019/2020,Newcastle Utd,Manchester Utd,0,1,4,STEVE BRUCE,7/17/2019,1/1/2100,19,0,0,0
12/28/2019,2019/2020,Newcastle Utd,Everton,1,1,2,STEVE BRUCE,7/17/2019,1/1/2100,20,0,0,0
1/1/2020,2019/2020,Newcastle Utd,Leicester City,1,0,3,STEVE BRUCE,7/17/2019,1/1/2100,21,0,0,0
1/11/2020,2019/2020,Newcastle Utd,Wolves,0,1,1,STEVE BRUCE,7/17/2019,1/1/2100,22,0,0,0
1/18/2020,2019/2020,Newcastle Utd,Chelsea,1,1,0,STEVE BRUCE,7/17/2019,1/1/2100,23,0,0,0
1/21/2020,2019/2020,Newcastle Utd,Everton,0,2,2,STEVE BRUCE,7/17/2019,1/1/2100,24,0,0,0
2/1/2020,2019/2020,Newcastle Utd,Norwich City,1,0,0,STEVE BRUCE,7/17/2019,1/1/2100,25,0,0,0
2/16/2020,2019/2020,Newcastle Utd,Arsenal,0,0,4,STEVE BRUCE,7/17/2019,1/1/2100,26,0,0,0
2/22/2020,2019/2020,Newcastle Utd,Crystal Palace,0,0,1,STEVE BRUCE,7/17/2019,1/1/2100,27,0,0,0
2/29/2020,2019/2020,Newcastle Utd,Burnley,1,0,0,STEVE BRUCE,7/17/2019,1/1/2100,28,0,0,0
3/7/2020,2019/2020,Newcastle Utd,Southampton,0,1,0,STEVE BRUCE,7/17/2019,1/1/2100,29,0,0,0
6/21/2020,2019/2020,Newcastle Utd,Sheffield Utd,1,3,0,STEVE BRUCE,7/17/2019,1/1/2100,30,0,0,0
6/24/2020,2019/2020,Newcastle Utd,Aston Villa,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,31,0,0,0
7/1/2020,2019/2020,Newcastle Utd,Bournemouth,0,4,1,STEVE BRUCE,7/17/2019,1/1/2100,32,0,0,0
7/5/2020,2019/2020,Newcastle Utd,West Ham,1,2,2,STEVE BRUCE,7/17/2019,1/1/2100,33,0,0,0
7/8/2020,2019/2020,Newcastle Utd,Manchester City,0,0,5,STEVE BRUCE,7/17/2019,1/1/2100,34,0,0,0
7/11/2020,2019/2020,Newcastle Utd,Watford,0,1,2,STEVE BRUCE,7/17/2019,1/1/2100,35,0,0,0
7/15/2020,2019/2020,Newcastle Utd,Tottenham,1,1,3,STEVE BRUCE,7/17/2019,1/1/2100,36,0,0,0
7/20/2020,2019/2020,Newcastle Utd,Brighton,0,0,0,STEVE BRUCE,7/17/2019,1/1/2100,37,0,0,0
7/26/2020,2019/2020,Newcastle Utd,Liverpool,1,1,3,STEVE BRUCE,7/17/2019,1/1/2100,38,0,0,0
9/12/2020,2020/2021,Newcastle Utd,West Ham,0,2,0,STEVE BRUCE,7/17/2019,1/1/2100,39,0,0,0
9/20/2020,2020/2021,Newcastle Utd,Brighton,1,0,3,STEVE BRUCE,7/17/2019,1/1/2100,40,0,0,0
9/27/2020,2020/2021,Newcastle Utd,Tottenham,0,1,1,STEVE BRUCE,7/17/2019,1/1/2100,41,0,0,0
10/3/2020,2020/2021,Newcastle Utd,Burnley,1,3,1,STEVE BRUCE,7/17/2019,1/1/2100,42,0,0,0
10/17/2020,2020/2021,Newcastle Utd,Manchester Utd,1,1,4,STEVE BRUCE,7/17/2019,1/1/2100,43,0,0,0
10/25/2020,2020/2021,Newcastle Utd,Wolves,0,1,1,STEVE BRUCE,7/17/2019,1/1/2100,44,0,0,0
11/1/2020,2020/2021,Newcastle Utd,Everton,1,2,1,STEVE BRUCE,7/17/2019,1/1/2100,45,0,0,0
11/6/2020,2020/2021,Newcastle Utd,Southampton,0,0,2,STEVE BRUCE,7/17/2019,1/1/2100,46,0,0,0
11/21/2020,2020/2021,Newcastle Utd,Chelsea,1,0,2,STEVE BRUCE,7/17/2019,1/1/2100,47,0,0,0
11/27/2020,2020/2021,Newcastle Utd,Crystal Palace,0,2,0,STEVE BRUCE,7/17/2019,1/1/2100,48,0,0,0
12/12/2020,2020/2021,Newcastle Utd,West Brom,1,2,1,STEVE BRUCE,7/17/2019,1/1/2100,49,0,0,0
12/16/2020,2020/2021,Newcastle Utd,Leeds United,0,2,5,STEVE BRUCE,7/17/2019,1/1/2100,50,0,0,0
12/19/2020,2020/2021,Newcastle Utd,Fulham,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,51,0,0,0
12/26/2020,2020/2021,Newcastle Utd,Manchester City,0,0,2,STEVE BRUCE,7/17/2019,1/1/2100,52,0,0,0
12/30/2020,2020/2021,Newcastle Utd,Liverpool,1,0,0,STEVE BRUCE,7/17/2019,1/1/2100,53,0,0,0
1/3/2021,2020/2021,Newcastle Utd,Leicester City,1,1,2,STEVE BRUCE,7/17/2019,1/1/2100,54,0,0,0
1/12/2021,2020/2021,Newcastle Utd,Sheffield Utd,0,0,1,STEVE BRUCE,7/17/2019,1/1/2100,55,0,0,0
1/18/2021,2020/2021,Newcastle Utd,Arsenal,0,0,3,STEVE BRUCE,7/17/2019,1/1/2100,56,0,0,0
1/23/2021,2020/2021,Newcastle Utd,Aston Villa,0,0,2,STEVE BRUCE,7/17/2019,1/1/2100,57,0,0,0
1/26/2021,2020/2021,Newcastle Utd,Leeds United,1,1,2,STEVE BRUCE,7/17/2019,1/1/2100,58,0,0,0
1/30/2021,2020/2021,Newcastle Utd,Everton,0,2,0,STEVE BRUCE,7/17/2019,1/1/2100,59,0,0,0
2/2/2021,2020/2021,Newcastle Utd,Crystal Palace,1,1,2,STEVE BRUCE,7/17/2019,1/1/2100,60,0,0,0
2/6/2021,2020/2021,Newcastle Utd,Southampton,1,3,2,STEVE BRUCE,7/17/2019,1/1/2100,61,0,0,0
2/15/2021,2020/2021,Newcastle Utd,Chelsea,0,0,2,STEVE BRUCE,7/17/2019,1/1/2100,62,0,0,0
2/21/2021,2020/2021,Newcastle Utd,Manchester Utd,0,1,3,STEVE BRUCE,7/17/2019,1/1/2100,63,0,0,0
2/27/2021,2020/2021,Newcastle Utd,Wolves,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,64,0,0,0
3/7/2021,2020/2021,Newcastle Utd,West Brom,0,0,0,STEVE BRUCE,7/17/2019,1/1/2100,65,0,0,0
3/12/2021,2020/2021,Newcastle Utd,Aston Villa,1,1,1,STEVE BRUCE,7/17/2019,1/1/2100,66,0,0,0
3/20/2021,2020/2021,Newcastle Utd,Brighton,0,0,3,STEVE BRUCE,7/17/2019,1/1/2100,67,0,0,0
4/4/2021,2020/2021,Newcastle Utd,Tottenham,1,2,2,STEVE BRUCE,7/17/2019,1/1/2100,68,0,0,0
4/11/2021,2020/2021,Newcastle Utd,Burnley,0,2,1,STEVE BRUCE,7/17/2019,1/1/2100,69,0,0,0
4/17/2021,2020/2021,Newcastle Utd,West Ham,1,3,2,STEVE BRUCE,7/17/2019,1/1/2100,70,0,0,0
4/24/2021,2020/2021,Newcastle Utd,Liverpool,0,1,1,STEVE BRUCE,7/17/2019,1/1/2100,71,0,0,0
5/2/2021,2020/2021,Newcastle Utd,Arsenal,1,0,2,STEVE BRUCE,7/17/2019,1/1/2100,72,0,0,0
5/7/2021,2020/2021,Newcastle Utd,Leicester City,0,4,2,STEVE BRUCE,7/17/2019,1/1/2100,73,0,0,0
5/14/2021,2020/2021,Newcastle Utd,Manchester City,1,3,4,STEVE BRUCE,7/17/2019,1/1/2100,74,0,0,0
5/19/2021,2020/2021,Newcastle Utd,Sheffield Utd,1,1,0,STEVE BRUCE,7/17/2019,1/1/2100,75,0,0,0
5/23/2021,2020/2021,Newcastle Utd,Fulham,0,2,0,STEVE BRUCE,7/17/2019,1/1/2100,76,0,0,0
10/18/2015,2015/2016,Newcastle Utd,Norwich City,1,6,2,STEVE MCCLAREN,10/6/2015,11/3/2016,1,1,0,0
10/25/2015,2015/2016,Newcastle Utd,Sunderland,0,0,3,STEVE MCCLAREN,10/6/2015,11/3/2016,2,1,0,0
10/31/2015,2015/2016,Newcastle Utd,Stoke City,1,0,0,STEVE MCCLAREN,10/6/2015,11/3/2016,3,1,0,0
11/7/2015,2015/2016,Newcastle Utd,Bournemouth,0,1,0,STEVE MCCLAREN,10/6/2015,11/3/2016,4,0,1,0
11/21/2015,2015/2016,Newcastle Utd,Leicester City,1,0,3,STEVE MCCLAREN,10/6/2015,11/3/2016,5,0,1,0
11/28/2015,2015/2016,Newcastle Utd,Crystal Palace,0,1,5,STEVE MCCLAREN,10/6/2015,11/3/2016,6,0,1,0
12/6/2015,2015/2016,Newcastle Utd,Liverpool,1,2,0,STEVE MCCLAREN,10/6/2015,11/3/2016,7,0,0,1
12/13/2015,2015/2016,Newcastle Utd,Tottenham,0,2,1,STEVE MCCLAREN,10/6/2015,11/3/2016,8,0,0,1
12/19/2015,2015/2016,Newcastle Utd,Aston Villa,1,1,1,STEVE MCCLAREN,10/6/2015,11/3/2016,9,0,0,1
12/26/2015,2015/2016,Newcastle Utd,Everton,1,0,1,STEVE MCCLAREN,10/6/2015,11/3/2016,10,0,0,1
12/28/2015,2015/2016,Newcastle Utd,West Brom,0,0,1,STEVE MCCLAREN,10/6/2015,11/3/2016,11,0,0,0
1/2/2016,2015/2016,Newcastle Utd,Arsenal,0,0,1,STEVE MCCLAREN,10/6/2015,11/3/2016,12,0,0,0
1/12/2016,2015/2016,Newcastle Utd,Manchester Utd,1,3,3,STEVE MCCLAREN,10/6/2015,11/3/2016,13,0,0,0
1/16/2016,2015/2016,Newcastle Utd,West Ham,1,2,1,STEVE MCCLAREN,10/6/2015,11/3/2016,14,0,0,0
1/23/2016,2015/2016,Newcastle Utd,Watford,0,1,2,STEVE MCCLAREN,10/6/2015,11/3/2016,15,0,0,0
2/3/2016,2015/2016,Newcastle Utd,Everton,0,0,3,STEVE MCCLAREN,10/6/2015,11/3/2016,16,0,0,0
2/6/2016,2015/2016,Newcastle Utd,West Brom,1,1,0,STEVE MCCLAREN,10/6/2015,11/3/2016,17,0,0,0
